Tidsstempel,pådrag,tank
2026-03-18 11:24:50,32,49
2026-03-18 11:24:52,32,48
2026-03-18 11:24:54,32,48
2026-03-18 11:24:56,32,49
2026-03-18 11:24:58,32,49
2026-03-18 11:25:00,32,50
2026-03-18 11:25:02,32,50
2026-03-18 11:25:04,32,50
2026-03-18 11:25:06,32,49
2026-03-18 11:25:08,32,51
2026-03-18 11:25:10,32,49
2026-03-18 11:25:12,32,52
2026-03-18 11:25:15,32,50
2026-03-18 11:25:17,32,51
2026-03-18 11:25:19,32,52
2026-03-18 11:25:21,32,52
2026-03-18 11:25:23,32,52
2026-03-18 11:25:25,32,52
2026-03-18 11:25:27,32,53
2026-03-18 11:25:29,32,53
2026-03-18 11:25:31,32,52
2026-03-18 11:25:33,32,53
2026-03-18 11:25:35,32,52
2026-03-18 11:25:37,32,54
2026-03-18 11:25:39,32,53
2026-03-18 11:25:41,32,54
2026-03-18 11:25:43,32,53
2026-03-18 11:25:45,32,53
2026-03-18 11:25:47,32,55
2026-03-18 11:25:49,32,54
2026-03-18 11:25:51,32,54
2026-03-18 11:25:53,32,54
2026-03-18 11:25:55,32,53
2026-03-18 11:25:57,32,57
2026-03-18 11:25:59,32,56
2026-03-18 11:26:01,32,55
2026-03-18 11:26:04,32,54
2026-03-18 11:26:06,32,55
2026-03-18 11:26:08,32,55
2026-03-18 11:26:10,32,53
2026-03-18 11:26:12,32,56
2026-03-18 11:26:14,32,55
2026-03-18 11:26:16,32,55
2026-03-18 11:26:18,32,55
2026-03-18 11:26:20,32,56
2026-03-18 11:26:22,32,56
2026-03-18 11:26:24,32,56
2026-03-18 11:26:26,32,56
2026-03-18 11:26:28,32,57
2026-03-18 11:26:30,32,55
2026-03-18 11:26:32,32,57
2026-03-18 11:26:34,32,55
2026-03-18 11:26:36,32,55
2026-03-18 11:26:38,32,55
2026-03-18 11:26:40,32,55
2026-03-18 11:26:42,32,56
2026-03-18 11:26:44,32,57
2026-03-18 11:26:46,32,57
2026-03-18 11:26:49,32,55
2026-03-18 11:26:51,32,56
2026-03-18 11:26:53,32,56
2026-03-18 11:26:55,32,57
2026-03-18 11:26:57,32,56
2026-03-18 11:26:59,32,55
2026-03-18 11:27:01,30,57
2026-03-18 11:27:03,30,57
2026-03-18 11:27:05,30,57
2026-03-18 11:27:07,30,56
2026-03-18 11:27:09,30,56
2026-03-18 11:27:11,30,56
2026-03-18 11:27:13,30,57
2026-03-18 11:27:15,30,56
2026-03-18 11:27:17,25,57
2026-03-18 11:27:19,25,57
2026-03-18 11:27:21,25,55
2026-03-18 11:27:23,25,54
2026-03-18 11:27:26,25,53
2026-03-18 11:27:28,25,53
2026-03-18 11:27:30,25,53
2026-03-18 11:27:32,20,50
2026-03-18 11:27:34,20,49
2026-03-18 11:27:36,20,51
2026-03-18 11:27:38,20,47
2026-03-18 11:27:40,20,45
2026-03-18 11:27:42,20,45
2026-03-18 11:27:44,20,44
2026-03-18 11:27:46,20,41
2026-03-18 11:27:48,30,41
2026-03-18 11:27:50,30,41
2026-03-18 11:27:52,30,41
2026-03-18 11:27:54,30,40
2026-03-18 11:27:56,30,40
2026-03-18 11:27:58,30,39
2026-03-18 11:28:00,30,38
2026-03-18 11:28:02,30,37
2026-03-18 11:28:04,30,40
2026-03-18 11:28:06,30,40
2026-03-18 11:28:08,30,38
2026-03-18 11:28:10,30,40
2026-03-18 11:28:13,30,38
2026-03-18 11:28:15,30,40
2026-03-18 11:28:17,30,41
2026-03-18 11:28:19,30,38
2026-03-18 11:28:21,30,40
2026-03-18 11:28:23,30,38
2026-03-18 11:28:25,30,39
2026-03-18 11:28:27,30,39
2026-03-18 11:28:29,30,37
2026-03-18 11:28:31,30,39
2026-03-18 11:28:33,31,38
2026-03-18 11:28:35,31,40
2026-03-18 11:28:37,31,40
2026-03-18 11:28:39,31,39
2026-03-18 11:28:41,31,41
2026-03-18 11:28:43,31,40
2026-03-18 11:28:45,31,39
2026-03-18 11:28:47,31,40
2026-03-18 11:28:49,31,41
2026-03-18 11:28:51,31,42
2026-03-18 11:28:53,31,41
2026-03-18 11:28:55,31,40
2026-03-18 11:28:57,31,41
2026-03-18 11:29:00,31,42
2026-03-18 11:29:02,31,41
2026-03-18 11:29:04,31,41
2026-03-18 11:29:06,31,41
2026-03-18 11:29:08,31,42
2026-03-18 11:29:10,31,41
2026-03-18 11:29:12,31,42
2026-03-18 11:29:14,31,41
2026-03-18 11:29:16,31,42
2026-03-18 11:29:18,31,42
2026-03-18 11:29:20,31,42
2026-03-18 11:29:22,31,43
2026-03-18 11:29:24,31,42
2026-03-18 11:29:26,31,42
2026-03-18 11:29:28,31,42
2026-03-18 11:29:30,31,43
2026-03-18 11:29:32,31,43
2026-03-18 11:29:34,31,43
2026-03-18 11:29:36,31,42
2026-03-18 11:29:38,31,42
2026-03-18 11:29:40,31,43
2026-03-18 11:29:42,31,43
2026-03-18 11:29:44,31,43
2026-03-18 11:29:47,31,44
2026-03-18 11:29:49,31,42
2026-03-18 11:29:51,31,44
2026-03-18 11:29:53,31,43
2026-03-18 11:29:55,31,43
2026-03-18 11:29:57,31,44
2026-03-18 11:29:59,31,44
2026-03-18 11:30:01,31,43
2026-03-18 11:30:03,31,46
2026-03-18 11:30:05,31,47
2026-03-18 11:30:07,31,47
2026-03-18 11:30:09,31,44
2026-03-18 11:30:11,31,44
2026-03-18 11:30:13,31,43
2026-03-18 11:30:15,31,44
2026-03-18 11:30:17,31,44
2026-03-18 11:30:19,31,44
2026-03-18 11:30:21,31,44
2026-03-18 11:30:23,31,48
2026-03-18 11:30:25,31,43
2026-03-18 11:30:28,31,47
2026-03-18 11:30:30,31,47
2026-03-18 11:30:32,31,46
2026-03-18 11:30:34,31,46
2026-03-18 11:30:36,31,46
2026-03-18 11:30:38,31,47
2026-03-18 11:30:40,31,46
2026-03-18 11:30:42,31,44
2026-03-18 11:30:44,31,47
2026-03-18 11:30:46,31,47
2026-03-18 11:30:48,31,46
2026-03-18 11:30:50,31,49
2026-03-18 11:30:52,31,44
2026-03-18 11:30:54,31,47
2026-03-18 11:30:56,31,48
2026-03-18 11:30:58,31,44
2026-03-18 11:31:00,31,47
2026-03-18 11:31:02,31,48
2026-03-18 11:31:04,31,48
2026-03-18 11:31:06,31,46
2026-03-18 11:31:08,31,47
2026-03-18 11:31:10,31,48
2026-03-18 11:31:13,31,46
2026-03-18 11:31:15,31,47
2026-03-18 11:31:17,31,44
2026-03-18 11:31:19,31,47
2026-03-18 11:31:21,31,49
2026-03-18 11:31:23,31,47
2026-03-18 11:31:25,31,47
2026-03-18 11:31:27,31,47
2026-03-18 11:31:29,31,46
2026-03-18 11:31:31,31,46
2026-03-18 11:31:33,31,47
2026-03-18 11:31:35,31,47
2026-03-18 11:31:37,31,46
2026-03-18 11:31:39,31,47
2026-03-18 11:31:41,31,48
2026-03-18 11:31:43,31,46
2026-03-18 11:31:45,31,47
2026-03-18 11:31:47,31,49
2026-03-18 11:31:49,31,47
2026-03-18 11:31:51,31,49
2026-03-18 11:31:53,31,46
2026-03-18 11:31:55,31,50
2026-03-18 11:31:58,31,47
2026-03-18 11:32:00,31,46
2026-03-18 11:32:02,31,47
2026-03-18 11:32:04,31,47
2026-03-18 11:32:06,31,48
2026-03-18 11:32:08,31,50
2026-03-18 11:32:10,31,47
2026-03-18 11:32:12,31,46
2026-03-18 11:32:14,31,47
2026-03-18 11:32:16,31,48
2026-03-18 11:32:18,31,49
2026-03-18 11:32:20,31,48
2026-03-18 11:32:22,31,49
2026-03-18 11:32:24,31,48
2026-03-18 11:32:26,31,49
2026-03-18 11:32:28,31,48
2026-03-18 11:32:30,31,48
2026-03-18 11:32:32,31,50
2026-03-18 11:32:34,31,49
2026-03-18 11:32:36,31,47
2026-03-18 11:32:38,31,49
2026-03-18 11:32:41,31,49
2026-03-18 11:32:43,31,46
2026-03-18 11:32:45,31,47
2026-03-18 11:32:47,31,49
2026-03-18 11:32:49,31,49
2026-03-18 11:32:51,31,49
2026-03-18 11:32:53,31,48
2026-03-18 11:32:55,31,47
2026-03-18 11:32:57,31,50
2026-03-18 11:32:59,31,47
2026-03-18 11:33:01,31,51
2026-03-18 11:33:03,31,49
2026-03-18 11:33:05,31,48
2026-03-18 11:33:07,31,48
2026-03-18 11:33:09,31,47
2026-03-18 11:33:11,31,49
2026-03-18 11:33:13,31,48
2026-03-18 11:33:15,31,48
2026-03-18 11:33:17,31,49
2026-03-18 11:33:19,31,46
2026-03-18 11:33:21,31,49
2026-03-18 11:33:23,31,49
2026-03-18 11:33:26,31,49
2026-03-18 11:33:28,31,48
2026-03-18 11:33:30,31,48
2026-03-18 11:33:32,31,48
2026-03-18 11:33:34,31,47
2026-03-18 11:33:36,31,48
2026-03-18 11:33:38,31,48
2026-03-18 11:33:40,31,49
2026-03-18 11:33:42,31,50
2026-03-18 11:33:44,31,47
2026-03-18 11:33:46,31,48
2026-03-18 11:33:48,31,47
2026-03-18 11:33:50,31,48
2026-03-18 11:33:52,31,50
2026-03-18 11:33:54,31,48
2026-03-18 11:33:56,31,50
2026-03-18 11:33:58,31,48
2026-03-18 11:34:00,31,48
2026-03-18 11:34:02,31,48
2026-03-18 11:34:04,31,48
2026-03-18 11:34:06,31,48
2026-03-18 11:34:08,31,47
2026-03-18 11:34:11,31,48
2026-03-18 11:34:13,31,48
2026-03-18 11:34:15,31,49
2026-03-18 11:34:17,31,48
2026-03-18 11:34:19,31,49
2026-03-18 11:34:21,31,48
2026-03-18 11:34:23,31,50
